file,date,ko.time,competition0,competition,opponents,venue,result,score,attendance,scorers,
season-..onthenet97_98.htm.html,eadSat 13,Sep    <A HREF=sep97.htm#CARLISLE_HOME>CARLISLE UNITED,H,L,1-4,6018,Cornforth,
season-..onthenet97_98.htm.html,ottSat 11,Oct    <A HREF=oct97.htm#GILLINGHAM_AWAY>Gillingham,A,L,0-1,5545,Sat 18  Oct    <A HREF=oct97.htm#BRISTOL_ROVERS_HOME>BRISTOL ROVERS       H   W 1-0  5836 Stallard,
season-..onthenet97_98.htm.html,333Wed 12,Nov    <A HREF=ts_jesus.htm>LEICESTER CITY DCtes,H,W,2-1,2950,Casey 2,
season-..onthenet97_98.htm.html,635Sat 22,Nov    <A HREF=nov97.htm#BRISTOL_CITY_AWAY>Bristol City,A,L,1-3,11129,Scott (pen),
season-..onthenet97_98.htm.html,ies  Sat 29,Nov    <A HREF=nov97.htm#BOURNEMOUTH_HOME>BOURNEMOUTH,H,D,1-1,4340,Stallard,
season-..onthenet97_98.htm.html,ardSat 13,Dec    <A HREF=dec97.htm#OLDHAM_HOME>OLDHAM ATHLETIC,H,W,2-1,5327,Scott McGavin,
season-..onthenet97_98.htm.html,090Sun 28,Dec    <A HREF=dec97.htm#SOUTHEND_AWAY>Southend United,A,W,2-1,5162,Scott 2,
season-..onthenet97_98.htm.html,kin        Sat 17,Jan    <A HREF=jan98.htm#FULHAM_AWAY>Fulham,A,D,0-0,10468,Sat 24  Jan    <A HREF=jan98.htm#BLACKPOOL_HOME>BLACKPOOL            H   W 2-1  5073 Harkin Stallard,
season-..onthenet97_98.htm.html,328Tue 10,Feb    <A HREF=feb98.htm#NORTHAMPTON_AWAY>Northampton Town,A,L,0-2,5302,Sat 14  Feb    <A HREF=feb98.htm#BURNLEY_HOME>BURNLEY              H   W 2-1  5926 Brown McCarthy,
season-..onthenet97_98.htm.html,ottSat 28,Feb    <A HREF=feb98.htm#GILLINGHAM_HOME>GILLINGHAM,H,W,1-0,5583,Ryan,
season-..onthenet97_98.htm.html,114Sat 14,Mar    <A HREF=mar98.htm#PLYMOUTH_HOME>PLYMOUTH ARGYLE,H,W,5-1,5508,Ryan Scott,
season-..onthenet97_98.htm.html,290Sat 28,Mar    <A HREF=mar98.htm#BRISTOL_CITY_HOME>BRISTOL CITY,H,L,1-2,6326,Harkin,
season-..onthenet97_98.htm.html,ottMon 13,Apr    <A HREF=april98.htm#OLDHAM_AWAY>Oldham Athletic,A,W,1-0,4305,Stallard,
season-..onthenet98_99.htm.html,Wed 15 Jul,CRYSTAL PALACE (Fr),H,L,1-3,2334,
season-..onthenet98_99.htm.html,Tue 21 Jul,Kingstonian (Fr),A,L,0-2,350,
season-..onthenet98_99.htm.html,Sat 25 Jul,Chesham United (Fr),A,W,6-2,350,
season-..onthenet98_99.htm.html,Bulmam 2Tue,28 Jul  ASTON VILLA (Fr),H,L,0-3,4815,
season-..onthenet98_99.htm.html,Sat  1 Aug,CHARLTON ATH (Fr),H,L,0-3,1982,
